Year,Month,Fieldwork,Date,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,
,Apr,,,Harris,DE,42.0,1.0,50.0,0.0,6.0,-2.0,-8.0,1.0,,
,May,2-7,,NOP,DM,40.9,-3.9,46.9,0.1,10.8,3.3,-6.0,-4.0,,
,May,11-14,,Gallup,DT,40.5,-3.0,46.5,2.0,11.0,1.0,-6.0,-5.0,,
,May,,,ORC,ES,43.0,3.0,44.5,-6.5,10.5,3.5,-1.5,9.5,,
,May,,,Harris,DE,44.0,2.0,47.0,-3.0,8.0,2.0,-3.0,5.0,,
,Jun,8-11,,Gallup,DT,41.0,0.5,47.0,0.5,10.0,-1.0,-6.0,0.0,,
,Jun,,,ORC,ES,42.0,-1.0,46.0,1.5,10.0,-0.5,-4.0,-2.5,,
,Jun,,,Harris,DE,38.0,-6.0,52.0,5.0,9.0,1.0,-14.0,-11.0,,
,Jul,12-16,,Gallup,DT,39.0,-2.0,49.0,2.0,9.5,-0.5,-10.0,-4.0,,
,Jul,25-30,,NOP,DM,39.5,-1.4,49.0,2.1,10.0,-0.8,-9.5,-3.5,,
,Jul,,,ORC,ES,37.0,-5.0,50.0,4.0,10.0,0.0,-13.0,-9.0,,
,Jul,,,Harris,DE,42.0,4.0,48.0,-4.0,9.0,0.0,-6.0,8.0,,
,Aug,9-13,,Gallup,DT,40.0,1.0,49.0,0.0,7.5,-2.0,-9.0,1.0,,
,Aug,,,ORC,ES,44.0,7.0,49.0,-1.0,6.0,-4.0,-5.0,8.0,,
,Aug,,,Harris,DE,41.0,-1.0,49.0,1.0,9.0,0.0,-8.0,-2.0,,
,Sep,3-17,,Gallup,DT,38.5,-1.5,49.5,0.5,9.5,2.0,-11.0,-2.0,,
,Sep,12-17,,NOP,DM,35.7,-3.8,53.5,4.5,9.1,-0.9,-17.8,-8.3,,
,Sep,,,ORC,ES,39.0,-5.0,46.0,-3.0,12.0,6.0,-7.0,-2.0,,
,Sep,,,Harris,DE,40.0,-1.0,48.0,-1.0,11.0,2.0,-8.0,0.0,,
,Oct,10-26,,NOP,DM,38.6,2.9,49.7,-3.8,9.9,0.8,-11.1,6.7,,
,Oct,18-22,,Gallup,DT,40.0,1.5,48.0,-1.5,8.5,-1.0,-8.0,3.0,,
,Oct ,?-2,,NOP,DM,36.7,-1.9,50.5,0.8,11.2,1.3,-13.8,-2.7,,
,Oct,,,Harris,DE,37.0,-3.0,50.0,2.0,11.0,0.0,-13.0,-5.0,,
,Nov,9-12,,Gallup,DT,37.5,-2.5,45.5,-2.5,15.0,6.5,-8.0,0.0,,
,Nov,14-20,4,NOP,DM,40.5,3.8,45.4,-5.1,12.9,1.7,-4.9,8.9,,
,Nov,,,ORC,ES,37.0,-2.0,45.0,-1.0,16.0,4.0,-8.0,-1.0,,
,Nov,28-4,18,NOP,DM,37.0,-3.5,47.4,2.0,13.7,0.8,-10.4,-5.5,,
,Nov,,,Harris,DE,40.0,3.0,46.0,-4.0,12.0,1.0,-6.0,7.0,,
,Dec,6-10,,Gallup,DT,38.0,0.5,46.5,1.0,12.5,-2.5,-8.5,-0.5,,
,Dec,12-18,,NOP,DM,39.7,2.7,42.6,-4.8,15.7,2.0,-2.9,7.5,,
,Dec,,,ORC,ES,36.0,-1.0,45.0,0.0,16.0,0.0,-9.0,-1.0,,
1973,Jan,10-14,,Gallup,DT,38.5,0.5,44.0,-2.5,15.5,3.0,-5.5,3.0,,
,Jan,9-15,15,NOP,DM,39.4,-0.3,39.0,-3.6,20.6,4.9,0.4,3.3,,
,Jan,23-28,29,NOP,DM,39.9,0.5,42.7,3.7,15.4,-5.2,-2.8,-3.2,,
,Jan,,,ORC,ES,39.0,3.0,41.0,-4.0,17.0,1.0,-2.0,7.0,,
,Jan,,,Harris,DE,37.0,-3.0,47.0,1.0,14.0,2.0,-10.0,-4.0,,
,Feb,8-11,,Gallup,DT,38.0,-0.5,47.0,3.0,12.5,-3.0,-9.0,-3.5,,
,Feb,,,ORC,ES,39.0,0.0,41.0,0.0,17.0,0.0,-2.0,0.0,,
,Feb,,,Harris,DE,39.0,2.0,46.0,-1.0,14.0,0.0,-7.0,3.0,,
,Mar,6-11,,NOP,DM,38.0,-1.9,45.2,2.5,14.9,-0.5,-7.2,-4.4,,
,Mar,9-12,,Gallup,DT,39.0,1.0,43.0,-4.0,16.0,3.5,-4.0,5.0,,
,Mar,,,ORC,ES,38.0,-1.0,43.0,2.0,16.0,-1.0,-5.0,-3.0,,
,Mar,,,Harris,DE,36.0,-3.0,47.0,1.0,15.0,1.0,-11.0,-4.0,,
,Apr,10-16,,NOP,DM,36.6,-1.4,45.0,-0.2,17.0,2.1,-8.4,-1.2,,
,Apr,11-15,,Gallup,DT,38.0,-1.0,41.0,-2.0,17.5,1.5,-3.0,1.0,,
,Apr,,,ORC,ES,36.0,-2.0,41.0,-2.0,20.0,4.0,-5.0,0.0,,
,Apr,,,Harris,DE,38.0,2.0,42.0,-5.0,17.0,2.0,-4.0,7.0,,
,May,1-6,,NOP,DM,31.9,-4.7,50.1,5.1,16.9,-0.1,-18.2,-9.8,,
,May,10-13,,Gallup,DT,38.0,0.0,43.5,2.5,14.5,-3.0,-5.5,-2.5,,
,May,,,ORC,ES,34.0,-2.0,41.0,0.0,22.0,2.0,-7.0,2.0,,
,May,,,Harris,DE,37.0,-1.0,45.0,3.0,16.0,-1.0,-8.0,-4.0,,
,Jun,6-10,,Gallup,DT,41.0,3.0,42.0,-1.5,14.5,0.0,-1.0,4.5,,
,Jun,12-17,18,NOP,DM,41.3,9.4,41.6,-8.5,15.7,-1.2,-0.3,17.9,,
,Jun,19-24,25,NOP,DM,39.3,-2.0,43.9,2.3,14.8,-0.9,-4.6,-4.3,,
,Jun,,,ORC,ES,39.0,5.0,37.0,-4.0,21.0,-1.0,2.0,9.0,,
,Jul,11-15,,Gallup,DT,35.5,-5.5,45.0,3.0,17.5,3.0,-9.5,-8.5,,
,Jul,,,ORC,ES,38.5,-0.5,39.0,2.0,18.5,-2.5,-0.5,-2.5,,
,Aug,8-12,,Gallup,DT,31.5,-4.0,38.0,-7.0,28.0,10.5,-6.5,3.0,,
,Aug,7-15,15,NOP,DM,28.9,-10.4,41.7,-2.2,27.6,12.8,-12.8,-8.2,,
,Aug,,,ORC,ES,30.0,-8.5,41.0,2.0,26.0,7.5,-11.0,-10.5,,
,Sep,4-9,9,NOP,DM,33.9,5.0,40.9,-0.8,23.8,-3.8,-7.0,5.8,,
,Sep,5-9,,Gallup,DT,33.5,2.0,43.0,5.0,22.0,-6.0,-9.5,-3.0,,
,Sep,,,ORC,ES,30.5,0.5,38.0,-3.0,29.0,3.0,-7.5,-3.5,,
,Oct,13,13,NOP,DM,34.2,0.3,35.4,-5.5,29.1,5.3,-1.2,5.8,,
,Oct,17-21,,Gallup,DT,33.0,-0.5,39.5,-3.5,25.5,3.5,-6.5,3.0,,
,Oct,23-28,28,NOP,DM,37.5,3.3,39.7,4.3,21.3,-7.8,-2.2,-1.0,,
,Oct,,,ORC,ES,33.0,2.5,37.5,-0.5,27.5,-1.5,-4.5,3.0,,
,Nov,18,18,NOP,DM,36.5,-1.0,39.9,0.2,21.2,-0.1,-3.4,-1.2,,
,Nov,14-18,,Gallup,DT,36.5,3.5,38.5,-1.0,22.5,-3.0,-2.0,4.5,,
,Nov,,,ORC,ES,33.0,0.0,38.5,1.0,25.5,-2.0,-5.5,-1.0,,
,Nov,27-2,,NOP,DM,35.6,-0.9,43.2,3.3,20.0,-1.2,-7.6,-4.2,,
,Dec,12-18,,Gallup,DT,36.0,-0.5,42.5,4.0,18.5,-4.0,-6.5,-4.5,,
,Dec,,,ORC,ES,35.0,2.0,40.0,-1.5,23.0,-2.5,-5.0,0.5,,
,Dec,,,Harris,DE,36.0,-1.0,38.5,-6.5,23.0,7.0,-2.5,-5.5,,
1974,Jan,8-13,,Gallup,DT,40.0,4.0,38.0,-4.5,19.0,0.5,2.0,8.5,,
,Jan,8-13,,NOP,DM,39.4,3.8,42.0,-1.2,16.5,-3.5,-2.6,5.0,,
,Jan,,,ORC,ES,41.0,6.0,37.0,-3.0,19.0,-4.0,4.0,9.0,,
,Jan,,,Harris,DE,41.0,5.0,37.0,-1.5,20.0,-3.0,4.0,6.5,,
,Feb,1-4,,Gallup,DT,39.5,-0.5,42.5,4.5,16.0,-3.0,-3.0,-5.0,,
,Feb,7,10,Business Decisions,Ob,44.9,,37.2,,11.9,,7.7,,,
,Feb,8-11,14,Gallup,DT,44.5,5.0,43.0,0.5,11.0,-5.0,1.5,4.5,Quota,
,Feb,8-9,10,Marplan,LWT,45.0,,39.0,,12.0,,6.0,,Quota,
,Feb,8-10,14,ORC,TT,42.0,1.0,40.0,3.0,16.0,-3.0,2.0,-2.0,Quota,
,Feb,12-13,14,Harris,DE,46.0,5.0,35.0,-2.0,18.0,-2.0,11.0,7.0,Quota,
,Feb,12-14,17,Gallup,DT,42.5,-2.0,41.5,-1.5,14.0,3.0,1.0,-0.5,Quota,
,Feb,,17,Marplan,LWT,44.0,-1.0,35.0,-4.0,17.0,5.0,9.0,3.0,Quota,
,Feb,,17,Business Decisions,Ob,40.5,-4.4,38.0,0.8,19.5,7.6,2.5,-5.2,,
,Feb,,18,Harris,DE,43.5,-2.5,38.0,3.0,17.0,-1.0,5.5,-5.5,Random,
,Feb,,20,ORC,ES,41.0,-1.0,35.0,-5.0,21.0,5.0,6.0,4.0,Quota,
,Feb,14-17,21,NOP,DM,43.4,4.0,37.8,-4.2,16.9,5.6,5.6,8.2,Random,
,Feb,16-18,21,Gallup,DT,41.0,-1.5,40.5,-1.0,16.5,2.5,0.5,-0.5,Random,
,Feb,,23,Harris,DE,40.0,-3.5,33.5,-4.5,23.5,6.5,6.5,1.0,Quota,
,Feb,18-21,24,Gallup,DT,42.0,1.0,40.0,-0.5,16.5,0.0,2.0,1.5,Quota  ,
,Feb,21,24,Business Decisions,Ob,35.0,-5.5,37.5,-0.5,23.5,4.0,-2.5,-5.0,,
,Feb,,24,Marplan,LWT,38.5,-5.5,31.5,-3.5,28.0,11.0,7.0,-2.0,Quota,
,Feb,23-26,26,NOP,DM,40.5,-2.9,35.5,-2.3,22.0,5.1,5.0,-0.6,Random + reinterview,
,Feb,23-27,28,NOP,DM,39.5,-1.0,35.5,0.0,22.0,0.0,4.0,-1.0,Random + reinterview,
,Feb,,27,ORC,ES,36.5,-4.5,35.0,0.0,25.5,4.5,1.5,-4.5,Quota,
,Feb,,27,Harris,DE,38.0,-2.0,34.5,1.0,25.0,1.5,3.5,-3.0,Random,
,Feb,26-27,28,Harris,DE,40.2,2.2,35.2,0.7,22.0,-3.0,5.0,1.5,Random + reinterview,
,Feb,26-27,28,Gallup,DT,39.5,-2.5,37.5,-2.5,20.5,4.0,2.0,0.0,Quota + reinterview,
,Feb,27,28,ORC,ES,39.7,3.2,36.7,1.7,21.2,-4.3,3.0,1.5,Quota + reinterview,
,Feb,,28,ORC,TT,38.7,-1.0,34.9,-1.8,23.0,1.8,3.8,2.8,Quota + reinterview,
,Feb,27,28,Marplan,Birmingham Evening Mail / LWT,36.5,-2.0,34.5,3.0,25.0,-3.0,2.0,-5.0,Quota + reinterview,
,,,,,,,,,,,,,,,
,,,,Result,,38.6,,38.0,,19.8,,0.6,,,
