Year,Month,Fieldwork,Date,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,
,Jun,24-29,,NOP,DM,43.7,2.1,45.8,-0.1,9.9,-0.1,-2.1,-0.1,,
,Jul,8-12,,NOP,DM,42.5,-1.2,47.3,4.5,9.9,4.5,-4.8,4.5,,
,Jul,,,Gallup,DT,46.5,-0.5,45.0,-3.4,8.0,-3.4,1.5,-3.4,,
,Jul,22-26,,NOP,DM,42.4,-0.1,47.7,-1.1,9.5,-1.1,-5.3,-1.1,,
,Aug,5-9,,NOP,DM,46.9,4.5,43.1,4.5,9.5,4.5,3.8,4.5,,
,Aug,,,Gallup,DT,49.0,2.5,41.5,-3.4,8.5,-3.4,7.5,-3.4,,
,Sep,9-13,,NOP,DM,43.5,-3.4,46.1,-1.1,10.1,-1.1,-2.6,-1.1,,
,Sep,23-27,,NOP,DM,42.4,-1.1,46.4,-1.8,10.9,-1.8,-4.0,-1.8,,
,Sep,,,Gallup,DT,42.0,-7.0,48.5,-3.4,8.5,-3.4,-6.5,-3.4,,
,Oct,,,Gallup,DT,41.5,-0.5,49.0,4.4,9.0,4.4,-7.5,4.4,,
,Oct,21-25,,NOP,DM,40.6,-1.8,51.0,-5.3,8.0,-5.3,-10.4,-5.3,,
,Nov,11-15,,NOP,DM,37.2,-3.4,56.0,2.9,6.5,2.9,-18.8,2.9,,
,Nov,,,Gallup,DT,42.0,0.5,48.5,-0.2,8.5,-0.2,-6.5,-0.2,,
,Nov,25-30,,NOP,DM,41.6,4.4,50.4,0.8,7.7,0.8,-8.8,0.8,,
,Dec,9-13,,NOP,DM,36.3,-5.3,55.5,-5.3,8.0,-5.3,-19.2,-5.3,,
,Dec,,,Gallup,DT,40.5,-1.5,48.5,2.9,10.0,2.9,-8.0,2.9,,
1966,Jan,,,Gallup,DT,42.0,1.5,47.5,-0.2,9.5,-0.2,-5.5,-0.2,,
,Jan,6-10,,NOP,DM,39.2,2.9,53.3,0.8,7.3,0.8,-14.1,0.8,,
,Jan,27-31,,NOP,DM,39.0,-0.2,54.3,-0.2,6.4,-0.2,-15.3,-0.2,,
,Feb,,,Gallup,DT,42.5,0.5,50.0,0.8,7.0,0.8,-7.5,0.8,,
,Feb,10-14,17,NOP,DM,39.8,0.8,53.8,-0.5,6.3,-0.1,-14.0,1.3,,
,Feb,,24,Gallup,,42.0,-0.5,51.0,1.0,6.5,-0.5,-9.0,-1.5,Quota,
,Feb,23-28,3,NOP,DM,40.1,0.3,53.0,-0.8,6.7,0.4,-12.9,1.1,,
,Mar,,4,Gallup,DT,40.0,-2.0,51.0,0.0,7.5,1.0,-11.0,-2.0,Quota,
,Mar,,6,Research Serv Ltd,,44.9,,49.4,,5.2,,-4.5,,,
,Mar,,7,,DE,39.0,,54.0,,7.0,,-15.0,,,
,Mar,2-7,10,NOP,DM,39.4,-0.7,53.8,0.8,6.5,-0.2,-14.4,-1.5,,
,Mar,,12,,DE,40.0,1.0,54.5,0.5,5.5,-1.5,-14.5,0.5,,
,Mar,,13,Gallup,,41.0,1.0,51.0,0.0,7.5,0.0,-10.0,1.0,Quota,
,Mar,,13,Gallup,,40.5,-0.5,52.5,1.5,6.5,-1.0,-12.0,-2.0,Random,
,Mar,,13,Research Serv Ltd,,41.9,-3.0,49.6,0.2,8.1,2.9,-7.7,-3.2,,
,Mar,9-14,18,NOP,DM,39.2,-0.2,52.6,-1.2,7.7,1.2,-13.4,1.0,,
,Mar,,19,,DE,37.5,-2.5,55.0,0.5,7.5,2.0,-17.5,-3.0,,
,Mar,,20,Gallup,,39.0,-1.5,51.0,-1.5,9.5,3.0,-12.0,0.0,Quota,
,Mar,,20,Gallup,,41.5,2.5,52.0,1.0,6.0,-3.5,-10.5,1.5,Random,
,Mar,,20,Research Serv Ltd,,42.4,0.5,49.7,0.1,7.4,-0.7,-7.3,0.4,,
,Mar,16-21,24,NOP,DM,39.5,0.3,52.0,-0.6,7.8,0.1,-12.5,0.9,,
,Mar,,24,Gallup,,42.0,0.5,50.5,-1.5,7.0,1.0,-8.5,2.0,Random,
,Mar,,25,,DE,39.0,1.5,53.5,-1.5,7.5,0.0,-14.5,3.0,,
,Mar,,27,Gallup,,42.0,0.0,50.5,0.0,7.0,0.0,-8.5,0.0,Quota,
,Mar,,27,Research Serv Ltd,Daily Graphic,41.6,-0.8,49.7,0.0,8.3,0.9,-8.1,-0.8,,
,Mar,22-26,29,NOP,DM,39.6,0.1,52.2,0.2,7.6,-0.2,-12.6,-0.1,,
,Mar,,29,,DE,40.0,1.0,52.5,-1.0,7.5,0.0,-12.5,2.0,,
,Mar,24-28,31,Gallup,DT,40.0,-2.0,51.0,0.5,8.0,1.0,-11.0,-2.5,Combined quota and random,
,Mar,27-29,31,NOP,DM,41.6,2.0,50.6,-1.6,7.4,-0.2,-9.0,3.6,,
,Mar,,31,,DE,37.4,-2.6,54.1,1.6,7.7,0.2,-16.7,-4.2,,
,,,,,,,,,,,,,,,
,,,,Result,,41.4,,48.8,,8.6,,-7.4,,,
